Nr;Name;MaxSchnellmeldungen;AnzSchnellmeldungen;Wahlberechtigte;abgegeben;Wahlbeteiligung;gültigeStimmzettel;gültig;ungültigeStimmzettel;ungültig;gültig2;ungültig2;CDU;CDU_Proz;Z_CDU;Z_CDU_Proz;SPD;SPD_Proz;Z_SPD;Z_SPD_Proz;FDP;FDP_Proz;Z_FDP;Z_FDP_Proz;GRÜNE;GRÜNE_Proz;Z_GRÜNE;Z_GRÜNE_Proz;DIE LINKE;DIE LINKE_Proz;Z_DIE LINKE;Z_DIE LINKE_Proz;PIRATEN;PIRATEN_Proz;Z_PIRATEN;Z_PIRATEN_Proz;NPD;NPD_Proz;Z_NPD;Z_NPD_Proz;REP;REP_Proz;Z_REP;Z_REP_Proz;Bündnis 21/RRP;Bündnis 21/RRP_Proz;Z_Bündnis 21/RRP;Z_Bündnis 21/RRP_Proz;Volksabstimmung;Volksabstimmung_Proz;Z_Volksabstimmung;Z_Volksabstimmung_Proz;ÖDP;ÖDP_Proz;Z_ÖDP;Z_ÖDP_Proz;MLPD;MLPD_Proz;Z_MLPD;Z_MLPD_Proz;BüSo;BüSo_Proz;Z_BüSo;Z_BüSo_Proz;PSG;PSG_Proz;Z_PSG;Z_PSG_Proz;AfD;AfD_Proz;Z_AfD;Z_AfD_Proz;BIG;BIG_Proz;Z_BIG;Z_BIG_Proz;pro Deutschland;pro Deutschland_Proz;Z_pro Deutschland;Z_pro Deutschland_Proz;DIE RECHTE;DIE RECHTE_Proz;Z_DIE RECHTE;Z_DIE RECHTE_Proz;FREIE WÄHLER;FREIE WÄHLER_Proz;Z_FREIE WÄHLER;Z_FREIE WÄHLER_Proz;Partei der Nichtwähler;Partei der Nichtwähler_Proz;Z_Partei der Nichtwähler;Z_Partei der Nichtwähler_Proz;Partei der Vernunft;Partei der Vernunft_Proz;Z_Partei der Vernunft;Z_Partei der Vernunft_Proz;Die PARTEI;Die PARTEI_Proz;Z_Die PARTEI;Z_Die PARTEI_Proz;
10222;10222;1;1;1148;571;49,74;;565;;6;566;5;135;23,89;131;23,14;228;40,35;173;30,57;14;2,48;28;4,95;98;17,35;108;19,08;62;10,97;82;14,49;17;3,01;22;3,89;0;0,00;1;0,18;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,18;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;10;1,77;12;2,12;0;0,00;1;0,18;0;0,00;0;0,00;0;0,00;0;0,00;1;0,18;1;0,18;0;0,00;0;0,00;0;0,00;1;0,18;0;0,00;5;0,88;
10223;10223;1;1;955;472;49,42;;469;;3;468;4;119;25,37;119;25,43;177;37,74;131;27,99;4;0,85;17;3,63;88;18,76;103;22,01;50;10,66;55;11,75;17;3,62;16;3,42;2;0,43;1;0,21;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,21;0;0,00;1;0,21;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;11;2,35;18;3,85;0;0,00;1;0,21;0;0,00;0;0,00;0;0,00;0;0,00;1;0,21;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;5;1,07;
10224;10224;1;1;838;416;49,64;;415;;1;415;1;99;23,86;88;21,20;160;38,55;107;25,78;4;0,96;19;4,58;95;22,89;97;23,37;38;9,16;60;14,46;15;3,61;27;6,51;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,24;0;0,00;0;0,00;0;0,00;1;0,24;0;0,00;1;0,24;0;0,00;0;0,00;0;0,00;0;0,00;3;0,72;7;1,69;0;0,00;1;0,24;0;0,00;0;0,00;0;0,00;0;0,00;1;0,24;0;0,00;0;0,00;0;0,00;0;0,00;1;0,24;0;0,00;5;1,20;
10225;10225;1;1;834;400;47,96;;399;;1;400;0;101;25,31;86;21,50;148;37,09;120;30,00;4;1,00;14;3,50;76;19,05;76;19,00;46;11,53;58;14,50;15;3,76;19;4,75;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,50;0;0,00;3;0,75;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;9;2,26;13;3,25;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;9;2,25;
10226;10226;1;1;871;488;56,03;;487;;1;488;0;108;22,18;97;19,88;191;39,22;144;29,51;12;2,46;31;6,35;109;22,38;117;23,98;38;7,80;55;11,27;17;3,49;18;3,69;3;0,62;1;0,20;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,20;0;0,00;1;0,20;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;9;1,85;15;3,07;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;0,61;0;0,00;0;0,00;0;0,00;5;1,02;
10227;10227;1;1;792;443;55,93;;443;;0;443;0;98;22,12;90;20,32;154;34,76;123;27,77;6;1,35;20;4,51;137;30,93;131;29,57;30;6,77;51;11,51;8;1,81;12;2,71;3;0,68;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,45;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;7;1,58;11;2,48;0;0,00;0;0,00;0;0,00;1;0,23;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,45;
10228;10228;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10229;10229;1;1;887;418;47,13;;416;;2;416;2;105;25,24;85;20,43;135;32,45;122;29,33;9;2,16;26;6,25;110;26,44;96;23,08;32;7,69;46;11,06;18;4,33;23;5,53;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,24;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;6;1,44;11;2,64;0;0,00;0;0,00;0;0,00;1;0,24;0;0,00;0;0,00;1;0,24;1;0,24;0;0,00;1;0,24;0;0,00;1;0,24;0;0,00;2;0,48;
10230;10230;1;1;872;386;44,27;;384;;2;386;0;114;29,69;101;26,17;118;30,73;101;26,17;13;3,39;30;7,77;85;22,14;82;21,24;29;7,55;37;9,59;12;3,13;14;3,63;3;0,78;2;0,52;0;0,00;1;0,26;0;0,00;0;0,00;0;0,00;2;0,52;0;0,00;1;0,26;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;9;2,34;12;3,11;0;0,00;1;0,26;0;0,00;1;0,26;0;0,00;0;0,00;1;0,26;0;0,00;0;0,00;1;0,26;0;0,00;0;0,00;0;0,00;0;0,00;
10231;10231;1;1;899;437;48,61;;433;;4;434;3;136;31,41;129;29,72;149;34,41;100;23,04;12;2,77;31;7,14;79;18,24;105;24,19;30;6,93;37;8,53;11;2,54;14;3,23;1;0,23;1;0,23;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;0,69;0;0,00;0;0,00;1;0,23;0;0,00;0;0,00;0;0,00;14;3,23;7;1,61;0;0,00;0;0,00;0;0,00;2;0,46;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,23;0;0,00;0;0,00;0;0,00;4;0,92;
10232;10232;1;1;851;465;54,64;;457;;8;459;6;126;27,57;112;24,40;148;32,39;106;23,09;10;2,19;27;5,88;111;24,29;118;25,71;32;7,00;50;10,89;18;3,94;24;5,23;0;0,00;0;0,00;0;0,00;2;0,44;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;12;2,63;13;2,83;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,22;0;0,00;3;0,65;0;0,00;0;0,00;0;0,00;3;0,65;
10233;10233;1;1;1019;482;47,30;;480;;2;479;3;113;23,54;99;20,67;162;33,75;122;25,47;13;2,71;25;5,22;102;21,25;123;25,68;53;11,04;66;13,78;27;5,63;17;3,55;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,21;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;9;1,88;14;2,92;0;0,00;0;0,00;0;0,00;1;0,21;0;0,00;0;0,00;1;0,21;1;0,21;0;0,00;5;1,04;0;0,00;0;0,00;0;0,00;5;1,04;
10234;10234;1;1;1092;573;52,47;;571;;2;572;1;171;29,95;150;26,22;168;29,42;143;25,00;14;2,45;38;6,64;135;23,64;124;21,68;52;9,11;70;12,24;19;3,33;20;3,50;0;0,00;1;0,17;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,35;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;9;1,58;16;2,80;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;0,53;1;0,17;0;0,00;5;0,87;0;0,00;0;0,00;0;0,00;2;0,35;
10235;10235;1;1;1038;472;45,47;;470;;2;470;2;117;24,89;108;22,98;172;36,60;136;28,94;13;2,77;28;5,96;107;22,77;110;23,40;36;7,66;55;11,70;20;4,26;10;2,13;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,21;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;4;0,85;12;2,55;0;0,00;1;0,21;0;0,00;0;0,00;0;0,00;0;0,00;1;0,21;1;0,21;0;0,00;3;0,64;0;0,00;0;0,00;0;0,00;5;1,06;
10301;10301;1;1;1092;511;46,79;;505;;6;505;6;174;34,46;150;29,70;173;34,26;140;27,72;16;3,17;46;9,11;79;15,64;73;14,46;32;6,34;44;8,71;14;2,77;18;3,56;1;0,20;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,20;0;0,00;0;0,00;0;0,00;1;0,20;4;0,79;1;0,20;0;0,00;0;0,00;11;2,18;22;4,36;0;0,00;0;0,00;0;0,00;2;0,40;0;0,00;0;0,00;1;0,20;1;0,20;0;0,00;1;0,20;0;0,00;0;0,00;0;0,00;5;0,99;
10302;10302;1;1;906;359;39,62;;357;;2;357;2;138;38,66;116;32,49;128;35,85;100;28,01;18;5,04;42;11,76;27;7,56;35;9,80;20;5,60;30;8,40;11;3,08;15;4,20;1;0,28;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,56;0;0,00;1;0,28;1;0,28;0;0,00;0;0,00;0;0,00;11;3,08;14;3,92;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,56;0;0,00;0;0,00;1;0,28;0;0,00;0;0,00;0;0,00;1;0,28;
10303;10303;1;1;785;382;48,66;;380;;2;381;1;158;41,58;140;36,75;117;30,79;92;24,15;18;4,74;38;9,97;53;13,95;59;15,49;16;4,21;25;6,56;9;2,37;6;1,57;1;0,26;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,26;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;8;2,11;16;4,20;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;4;1,05;
10304;10304;1;1;774;315;40,70;;313;;2;313;2;125;39,94;108;34,50;104;33,23;90;28,75;11;3,51;20;6,39;26;8,31;44;14,06;24;7,67;21;6,71;8;2,56;9;2,88;4;1,28;1;0,32;0;0,00;1;0,32;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,32;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;11;3,51;16;5,11;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,32;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,32;
10305;10305;1;1;728;330;45,33;;325;;5;328;2;111;34,15;90;27,44;112;34,46;85;25,91;5;1,54;29;8,84;42;12,92;54;16,46;24;7,38;29;8,84;10;3,08;13;3,96;3;0,92;3;0,91;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,61;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;18;5,54;20;6,10;0;0,00;0;0,00;0;0,00;1;0,30;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,61;
10306;10306;1;1;697;380;54,52;;379;;1;380;0;124;32,72;105;27,63;140;36,94;103;27,11;11;2,90;18;4,74;48;12,66;75;19,74;31;8,18;34;8,95;15;3,96;21;5,53;1;0,26;1;0,26;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,53;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;8;2,11;15;3,95;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,26;1;0,26;0;0,00;1;0,26;0;0,00;0;0,00;0;0,00;4;1,05;
10307;10307;1;1;530;279;52,64;;272;;7;273;6;91;33,46;82;30,04;98;36,03;64;23,44;13;4,78;20;7,33;33;12,13;49;17,95;20;7,35;34;12,45;11;4,04;10;3,66;1;0,37;1;0,37;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;1,10;9;3,30;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,74;1;0,37;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;1,10;
10308;10308;1;1;804;435;54,10;;431;;4;435;0;111;25,75;100;22,99;143;33,18;134;30,80;14;3,25;28;6,44;90;20,88;81;18,62;41;9,51;47;10,80;14;3,25;13;2,99;1;0,23;3;0,69;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,23;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;15;3,48;17;3,91;0;0,00;0;0,00;0;0,00;1;0,23;0;0,00;0;0,00;2;0,46;1;0,23;0;0,00;1;0,23;0;0,00;1;0,23;0;0,00;7;1,61;
10309;10309;1;1;821;355;43,24;;353;;2;353;2;124;35,13;109;30,88;121;34,28;90;25,50;6;1,70;15;4,25;65;18,41;86;24,36;14;3,97;26;7,37;14;3,97;11;3,12;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;8;2,27;11;3,12;0;0,00;2;0,57;0;0,00;0;0,00;0;0,00;0;0,00;1;0,28;0;0,00;0;0,00;2;0,57;0;0,00;0;0,00;0;0,00;1;0,28;
10310;10310;1;1;1248;601;48,16;;595;;6;597;4;115;19,33;104;17,42;213;35,80;160;26,80;12;2,02;31;5,19;130;21,85;136;22,78;73;12,27;106;17,76;35;5,88;23;3,85;6;1,01;4;0,67;0;0,00;1;0,17;0;0,00;1;0,17;0;0,00;1;0,17;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;10;1,68;19;3,18;0;0,00;3;0,50;0;0,00;1;0,17;0;0,00;0;0,00;1;0,17;1;0,17;0;0,00;1;0,17;0;0,00;0;0,00;0;0,00;5;0,84;
10311;10311;1;1;722;350;48,48;;349;;1;350;0;91;26,07;77;22,00;139;39,83;100;28,57;10;2,87;24;6,86;62;17,77;78;22,29;29;8,31;35;10,00;12;3,44;15;4,29;1;0,29;2;0,57;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,57;0;0,00;0;0,00;0;0,00;1;0,29;1;0,29;0;0,00;0;0,00;0;0,00;4;1,15;8;2,29;0;0,00;0;0,00;0;0,00;1;0,29;0;0,00;1;0,29;0;0,00;0;0,00;0;0,00;1;0,29;0;0,00;0;0,00;0;0,00;5;1,43;
10312;10312;1;1;872;429;49,20;;429;;0;429;0;144;33,57;130;30,30;139;32,40;115;26,81;13;3,03;23;5,36;76;17,72;81;18,88;34;7,93;42;9,79;12;2,80;13;3,03;1;0,23;1;0,23;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,23;0;0,00;2;0,47;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;9;2,10;16;3,73;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,23;0;0,00;0;0,00;1;0,23;0;0,00;0;0,00;0;0,00;4;0,93;
10313;10313;1;1;1419;730;51,44;;722;;8;722;8;346;47,92;308;42,66;218;30,19;179;24,79;22;3,05;61;8,45;84;11,63;88;12,19;29;4,02;40;5,54;7;0,97;16;2,22;2;0,28;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,14;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;14;1,94;21;2,91;0;0,00;0;0,00;0;0,00;2;0,28;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,14;0;0,00;5;0,69;
10314;10314;1;1;1342;580;43,22;;575;;5;574;6;201;34,96;169;29,44;195;33,91;156;27,18;23;4,00;59;10,28;86;14,96;89;15,51;32;5,57;46;8,01;19;3,30;19;3,31;1;0,17;1;0,17;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,35;0;0,00;0;0,00;2;0,35;1;0,17;0;0,00;0;0,00;14;2,43;22;3,83;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,35;1;0,17;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;9;1,57;
10401;10401;1;1;858;417;48,60;;409;;8;411;6;140;34,23;121;29,44;127;31,05;106;25,79;24;5,87;45;10,95;65;15,89;72;17,52;35;8,56;38;9,25;9;2,20;9;2,19;0;0,00;1;0,24;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,24;1;0,24;0;0,00;1;0,24;6;1,47;12;2,92;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,49;2;0,49;0;0,00;0;0,00;0;0,00;1;0,24;0;0,00;2;0,49;
10402;10402;1;0;0;0;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10403;10403;1;1;661;322;48,71;;318;;4;319;3;103;32,39;81;25,39;101;31,76;94;29,47;3;0,94;26;8,15;75;23,58;67;21,00;23;7,23;25;7,84;5;1,57;10;3,13;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;7;2,20;8;2,51;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,31;2;0,63;0;0,00;1;0,31;0;0,00;1;0,31;0;0,00;4;1,25;
10404;10404;1;1;774;399;51,55;;396;;3;397;2;113;28,54;101;25,44;129;32,58;116;29,22;7;1,77;24;6,05;94;23,74;84;21,16;32;8,08;37;9,32;16;4,04;15;3,78;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,25;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;4;1,01;10;2,52;0;0,00;0;0,00;0;0,00;1;0,25;0;0,00;0;0,00;1;0,25;0;0,00;0;0,00;3;0,76;0;0,00;0;0,00;0;0,00;5;1,26;
10405;10405;1;1;845;396;46,86;;394;;2;394;2;105;26,65;88;22,34;136;34,52;97;24,62;8;2,03;30;7,61;88;22,34;86;21,83;38;9,64;57;14,47;13;3,30;18;4,57;0;0,00;1;0,25;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;0,76;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;5;1,27;9;2,28;0;0,00;1;0,25;0;0,00;0;0,00;0;0,00;0;0,00;1;0,25;1;0,25;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;0,76;
10406;10406;1;1;687;318;46,29;;315;;3;317;1;70;22,22;66;20,82;109;34,60;84;26,50;14;4,44;17;5,36;81;25,71;89;28,08;27;8,57;34;10,73;9;2,86;13;4,10;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,32;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;5;1,59;9;2,84;0;0,00;1;0,32;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,32;0;0,00;2;0,63;
10407;10407;1;1;835;354;42,40;;350;;4;353;1;99;28,29;91;25,78;120;34,29;95;26,91;8;2,29;18;5,10;76;21,71;80;22,66;25;7,14;38;10,76;11;3,14;17;4,82;0;0,00;2;0,57;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;11;3,14;10;2,83;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,57;
10408;10408;1;1;773;434;56,14;;433;;1;432;2;136;31,41;122;28,24;151;34,87;129;29,86;12;2,77;28;6,48;94;21,71;91;21,06;25;5,77;37;8,56;8;1,85;8;1,85;1;0,23;2;0,46;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,46;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;5;1,15;10;2,31;0;0,00;0;0,00;0;0,00;1;0,23;0;0,00;0;0,00;1;0,23;1;0,23;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,23;
10409;10409;1;1;824;436;52,91;;435;;1;435;1;124;28,51;108;24,83;140;32,18;107;24,60;10;2,30;36;8,28;102;23,45;104;23,91;40;9,20;50;11,49;11;2,53;10;2,30;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;0,46;0;0,00;0;0,00;0;0,00;0;0,00;1;0,23;0;0,00;0;0,00;1;0,23;7;1,61;11;2,53;0;0,00;1;0,23;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,23;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;4;0,92;
10410;10410;1;1;666;332;49,85;;331;;1;330;2;109;32,93;99;30,00;99;29,91;68;20,61;11;3,32;30;9,09;68;20,54;82;24,85;20;6,04;22;6,67;16;4,83;14;4,24;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;7;2,11;8;2,42;0;0,00;0;0,00;0;0,00;1;0,30;0;0,00;0;0,00;1;0,30;0;0,00;0;0,00;3;0,91;0;0,00;0;0,00;0;0,00;3;0,91;
10411;10411;1;1;1519;754;49,64;;752;;2;753;1;226;30,05;181;24,04;254;33,78;209;27,76;20;2,66;45;5,98;138;18,35;143;18,99;52;6,91;79;10,49;39;5,19;38;5,05;2;0,27;3;0,40;0;0,00;0;0,00;0;0,00;1;0,13;0;0,00;1;0,13;0;0,00;2;0,27;0;0,00;2;0,27;1;0,13;0;0,00;0;0,00;0;0,00;16;2,13;28;3,72;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;4;0,53;3;0,40;0;0,00;4;0,53;0;0,00;1;0,13;0;0,00;13;1,73;
10412;10412;1;1;1277;610;47,77;;607;;3;608;2;136;22,41;126;20,72;258;42,50;213;35,03;8;1,32;20;3,29;119;19,60;117;19,24;55;9,06;71;11,68;20;3,29;32;5,26;1;0,16;1;0,16;0;0,00;1;0,16;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,16;0;0,00;2;0,33;0;0,00;0;0,00;0;0,00;0;0,00;9;1,48;10;1,64;0;0,00;0;0,00;0;0,00;1;0,16;0;0,00;0;0,00;1;0,16;2;0,33;0;0,00;0;0,00;0;0,00;1;0,16;0;0,00;10;1,64;
10413;10413;1;1;1419;707;49,82;;700;;7;704;3;143;20,43;118;16,76;260;37,14;203;28,84;12;1,71;39;5,54;181;25,86;191;27,13;69;9,86;90;12,78;23;3,29;20;2,84;2;0,29;0;0,00;0;0,00;1;0,14;0;0,00;0;0,00;0;0,00;2;0,28;0;0,00;1;0,14;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;9;1,29;15;2,13;0;0,00;1;0,14;0;0,00;2;0,28;0;0,00;0;0,00;1;0,14;1;0,14;0;0,00;1;0,14;0;0,00;0;0,00;0;0,00;19;2,70;
10414;10414;1;1;682;327;47,95;;323;;4;323;4;90;27,86;74;22,91;115;35,60;97;30,03;4;1,24;8;2,48;66;20,43;75;23,22;34;10,53;44;13,62;8;2,48;3;0,93;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,31;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;6;1,86;11;3,41;0;0,00;0;0,00;0;0,00;2;0,62;0;0,00;0;0,00;0;0,00;2;0,62;0;0,00;0;0,00;0;0,00;1;0,31;0;0,00;5;1,55;
10415;10415;1;1;635;346;54,49;;342;;4;341;5;101;29,53;94;27,57;124;36,26;92;26,98;5;1,46;11;3,23;62;18,13;68;19,94;26;7,60;39;11,44;11;3,22;15;4,40;3;0,88;3;0,88;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,29;0;0,00;0;0,00;8;2,34;11;3,23;0;0,00;0;0,00;0;0,00;1;0,29;0;0,00;0;0,00;2;0,58;1;0,29;0;0,00;0;0,00;0;0,00;1;0,29;0;0,00;4;1,17;
10416;10416;1;1;755;388;51,39;;386;;2;386;2;75;19,43;72;18,65;151;39,12;134;34,72;7;1,81;13;3,37;110;28,50;109;28,24;24;6,22;36;9,33;11;2,85;8;2,07;0;0,00;1;0,26;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,26;0;0,00;0;0,00;0;0,00;6;1,55;9;2,33;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,26;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;4;1,04;
10417;10417;1;1;722;382;52,91;;379;;3;379;3;117;30,87;99;26,12;137;36,15;90;23,75;16;4,22;44;11,61;57;15,04;79;20,84;28;7,39;39;10,29;10;2,64;6;1,58;4;1,06;2;0,53;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;10;2,64;15;3,96;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,26;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;4;1,06;
